date,cases_daily,deaths_daily,cases_ma7,deaths_ma7,cCFR,mCFR,BrtaCFR_mean_raw,BrtaCFR_lower_raw,BrtaCFR_upper_raw,BrtaCFR_mean_smooth,BrtaCFR_lower_smooth,BrtaCFR_upper_smooth
2021-10-17,412.0,11.0,535.2857142857143,23.142857142857142,0.010557414946705554,0.010700062139776575,0.00690926845220343,0.0030858764996025074,0.013494898581555418,0.008579488530845052,0.003759990585023676,0.016888711013202905
2021-10-18,297.0,18.0,518.0,23.142857142857142,0.010566082182323664,0.010698069061740638,0.007031816303291886,0.003068543905208812,0.014235577773421978,0.008507216969836594,0.003724123926187008,0.016758902015224973
2021-10-19,347.0,25.0,489.85714285714283,22.857142857142858,0.010578518949050434,0.010701090046133826,0.006823708837592223,0.002807403619428785,0.013191605013614601,0.00843222072837956,0.0036871583196522294,0.016623520345828587
2021-10-20,373.0,11.0,441.14285714285717,19.571428571428573,0.010582630427991253,0.010696676869792187,0.0066247572163385185,0.0029561384967533967,0.013718184572886673,0.008355073505864036,0.003649352684351999,0.016483676817892867
2021-10-21,351.0,16.0,402.85714285714283,17.428571428571427,0.010589789445406905,0.01069597474526021,0.006476834303016735,0.002739627892473975,0.012697818420069671,0.008276341259549043,0.003610962017471524,0.016340468293036998
2021-10-22,305.0,10.0,370.14285714285717,15.0,0.010593733832364635,0.010692450607260167,0.006386421204687342,0.002739749625399254,0.012388245760608351,0.008196577041785166,0.0035722350988370193,0.01619496760479881
2021-10-23,299.0,8.0,340.57142857142856,14.142857142857142,0.010596548825618588,0.010688411887696148,0.006000918937612205,0.0026091494588452386,0.012259233514086473,0.008116316064916619,0.0035334123008068197,0.016048213915041323
2021-10-24,246.0,8.0,316.85714285714283,13.714285714285714,0.010599690029395372,0.010684988182661228,0.005987553860770227,0.002492572827035174,0.012840351817720879,0.008036071047764425,0.0034947235275722866,0.015901203608450903
2021-10-25,166.0,8.0,298.14285714285717,12.285714285714286,0.010603324320090292,0.010682139717110004,0.005287014007822933,0.002233402072174358,0.011031279364642557,0.007956327892566737,0.0034563863054617853,0.015754881820369004
2021-10-26,263.0,14.0,286.14285714285717,10.714285714285714,0.01060985252997905,0.010683344427374689,0.004830403418214781,0.001993969514702865,0.009642197552841464,0.007877541735645428,0.0034186040432739803,0.015610134682447829
2021-10-27,342.0,7.0,281.7142857142857,10.142857142857142,0.010611815279430496,0.01068093176036576,0.004266034617733457,0.0017713667947257235,0.008266140570709325,0.007800133408995726,0.003381564478899743,0.015467782358960269
2021-10-28,271.0,9.0,270.2857142857143,9.142857142857142,0.01061538004830094,0.010680136215922861,0.003766281631650026,0.0015986419807340105,0.007349971846363925,0.007724486343577905,0.003345438325580226,0.015328572934258067
2021-10-29,4343.0,16.0,847.1428571428571,10.0,0.010597902134444082,0.01068366050538871,0.0033282268930726402,0.001586260559966031,0.0061108928303123195,0.007650943938448443,0.0033103781281473266,0.015193177199091641
2021-10-30,287.0,8.0,845.4285714285714,10.0,0.010600780560185161,0.010682550503267003,0.0035522718393989658,0.0013745582225783005,0.00743343309898085,0.007579807413122347,0.003276517336556252,0.015062184370512717
2021-10-31,254.0,7.0,846.5714285714286,9.857142857142858,0.010603280701947862,0.010680949914302662,0.0036664386399812916,0.0015216351280758547,0.007264285151625319,0.007511334153825828,0.0032439696010006167,0.014936098767101003
2021-11-01,102.0,7.0,837.4285714285714,9.714285714285714,0.010606715748723856,0.010679487972051552,0.0039985227081589065,0.0016612913374214804,0.008093877537189922,0.00744573655768844,0.003212828289947704,0.014815337448501581
2021-11-02,196.0,7.0,827.8571428571429,8.714285714285714,0.010609571595457418,0.010678200153228182,0.004153552518056013,0.001678751066735549,0.008561080194495791,0.007383181372540034,0.0031831662295907464,0.01470022881592887
2021-11-03,233.0,8.0,812.2857142857143,8.857142857142858,0.010612779201970067,0.01067768986575713,0.004360869320061462,0.00182197848559646,0.008511695767216733,0.007323789523911457,0.0031550356605268767,0.014591012158563897
2021-11-04,204.0,6.0,802.7142857142857,8.428571428571429,0.010615004194713616,0.01067621780553717,0.0044375444603298566,0.0018627952934332154,0.0091486387233645,0.007267636415172284,0.0031284684049695316,0.01448783811980386
2021-11-05,200.0,10.0,210.85714285714286,7.571428571428571,0.010619573755161567,0.010677292974296591,0.004838070103420669,0.001957092033938177,0.010189474127747702,0.007214752681541351,0.003103476235522024,0.014390770047248376
2021-11-06,238.0,3.0,203.85714285714286,6.857142857142857,0.01061984784540462,0.010674500527981808,0.0049984005801790325,0.002096818670415254,0.010090810466984776,0.007165125374034725,0.00308005143449876,0.014299786181237195
2021-11-07,163.0,1.0,190.85714285714286,6.0,0.01061942386000688,0.01067075904641706,0.005386656712950078,0.002328957837381023,0.010904490598617943,0.007118699545313004,0.0030581675309999277,0.014214782628771837
2021-11-08,119.0,3.0,193.28571428571428,5.428571428571429,0.010620430802207018,0.010668401748290684,0.005907016808656281,0.0024888633685751765,0.012254645838099135,0.007075380205885833,0.0030377802014359147,0.014135577062817067
2021-11-09,195.0,3.0,193.14285714285714,4.857142857142857,0.010620969514291862,0.010666259226665182,0.006235523408501322,0.0027682220065865302,0.01259711619362816,0.007035034616243179,0.0030188283179653093,0.014061913081320765
2021-11-10,204.0,2.0,189.0,4.0,0.010620872873636661,0.0106637398429459,0.006618304423891885,0.002822731380314631,0.013623697811491147,0.006997494878214639,0.0030012351283552063,0.013993465155821241
2021-11-11,220.0,5.0,191.28571428571428,3.857142857142857,0.010622416934647468,0.010663160414546872,0.0068444464003369915,0.0030079015018950705,0.01336897475830074,0.0069625607872025085,0.002984909550089964,0.013929844096215975
2021-11-12,183.0,0.0,188.85714285714286,2.4285714285714284,0.01062129011315155,0.010659854193922963,0.007306155616937028,0.0030721225741386286,0.01445087623026982,0.006930002905874056,0.0029697475611349493,0.013870602956111203
2021-11-13,199.0,2.0,183.28571428571428,2.2857142857142856,0.010621224248964974,0.01065788477965821,0.007282725945727584,0.0031194248542298357,0.015624520706875079,0.0068995658194061045,0.0029556336695916886,0.013815243302106246
2021-11-14,146.0,2.0,180.85714285714286,2.4285714285714284,0.010621484643270075,0.010656079463929337,0.007194466130844849,0.0029690513211125882,0.014710748577085002,0.006870971532415381,0.002942442444543305,0.013763221770321524
